병원명,Latitude,"Longitude	",주소
국립재활원,37.63857,127.01055,강북구 삼각산로?58
서울재활병원,37.60518,126.9075,은평구 갈현로11길 30
명지춘혜재활병원,37.50064,126.89712,영등포구 대림동 대림로 223
제니스병원,37.546556,127.086528,광진구 구의동 자양로 215
청담병원,37.52068,127.0457,강남구 청담동 15-1
한양대학교병원,37.55927,127.04398,성동구 왕십리로 222-1
서울대병원,37.57906,126.99873,종로구 대학로 101
